"","resp_id_2016","resp_id_2020","age","gender","race_6","educ_8","educ_5","pid_7","ideo_7","region_4","state","marital_stat","income_family","immigrants_change6","environment_regulation7","defense_spending7","religion_imporatnce5","traditional_values5","protect_homosexuals","abortion_allowed4","death_penalty4","gun_control3","gun_control_importance5","trust_ppl5","understanding_poli_issue5","vote_2020","age_group","educ_4","race_4","pid_3"
"4953",-1,361613,58,2,1,7,5,4,3,3,"FL",4,6,3,3,3,4,4,1,NA,2,1,3,2,2,1,5,4,1,2
"4954",-1,361644,69,2,1,7,5,3,2,4,"CA",1,1,2,1,2,5,5,1,4,3,1,1,2,3,1,6,4,1,1
"4955",-1,361682,19,1,1,5,3,7,7,3,"VA",6,10,3,6,5,2,2,1,1,2,2,2,2,2,2,1,3,1,3
"4956",-1,361705,34,2,1,7,5,6,5,2,"OH",1,22,NA,3,5,2,NA,1,3,1,NA,NA,2,NA,1,2,4,1,3
"4957",-1,361712,53,2,2,5,3,2,4,4,"CA",6,10,3,NA,NA,1,3,1,4,3,3,2,3,1,1,4,3,2,1
"4958",-1,361736,72,2,1,2,2,7,NA,2,"MO",3,NA,4,7,6,2,1,1,2,2,2,2,3,2,2,6,2,1,3
"4959",-1,361743,44,2,1,6,4,1,2,2,"MN",1,20,2,3,4,1,4,1,3,3,1,2,3,3,NA,3,4,1,1
"4960",-1,361750,36,2,1,3,3,5,5,4,"CA",1,1,2,6,6,1,2,1,1,2,3,3,2,3,NA,3,3,1,3
"4961",-1,361767,25,2,6,6,4,3,2,1,"MA",6,13,3,3,3,5,3,1,4,4,1,2,4,4,1,2,4,4,1
"4962",-1,361828,55,2,1,6,4,1,2,1,"MA",6,8,2,1,NA,5,4,1,4,3,1,1,2,2,1,5,4,1,1
"4963",-1,361835,33,1,2,4,3,7,6,3,"FL",1,16,5,5,5,1,1,1,1,1,3,5,3,1,2,2,3,2,3
"4964",-1,361897,78,1,1,2,2,7,6,2,"MO",4,11,4,5,6,3,1,1,2,1,3,2,2,2,2,7,2,1,3
"4965",-1,361910,51,2,3,2,2,1,6,3,"FL",1,3,NA,1,7,2,NA,1,4,1,NA,NA,2,NA,1,4,2,3,1
"4966",-1,361965,80,2,1,7,5,1,2,3,"MD",3,NA,1,1,3,1,2,1,4,4,1,1,2,2,1,7,4,1,1
"4967",-1,361996,51,2,1,2,2,7,6,2,"MO",1,6,5,7,7,4,1,2,2,1,3,1,2,1,2,4,2,1,3
"4968",-1,362043,55,2,3,3,3,2,4,3,"TX",1,13,3,1,5,1,1,1,2,1,1,2,4,3,1,5,3,3,1
"4969",-1,362050,18,2,1,3,3,3,1,3,"TX",6,11,1,1,1,5,5,1,4,3,1,1,4,2,1,1,3,1,1
"4970",-1,362067,65,1,1,8,5,6,5,1,"PA",1,17,3,5,6,4,4,1,3,1,1,2,2,3,2,6,4,1,3
"4971",-1,362074,43,2,1,7,5,2,4,1,"PA",1,19,4,3,NA,3,2,2,4,1,1,2,2,3,2,3,4,1,1
"4972",-1,362128,18,1,3,3,3,1,4,1,"NJ",4,1,2,1,4,1,3,1,1,4,1,1,2,2,1,1,3,3,1
"4973",-1,362135,51,1,1,7,5,3,2,3,"FL",1,17,3,1,1,5,5,1,4,4,1,1,2,2,1,4,4,1,1
"4974",-1,362159,35,1,1,6,4,6,5,2,"ND",4,14,4,6,5,3,2,1,NA,2,3,3,3,3,2,3,4,1,3
"4975",-1,362180,69,1,1,3,3,1,2,2,"MN",4,15,NA,3,3,3,NA,1,3,4,NA,NA,2,NA,NA,6,3,1,1
"4976",-1,362227,75,1,3,4,3,4,NA,1,"NJ",1,15,5,1,NA,4,1,2,2,1,1,1,3,3,2,7,3,3,2
"4977",-1,362265,63,2,1,1,1,7,6,1,"CT",4,22,NA,NA,7,4,NA,1,4,1,NA,NA,3,NA,2,5,1,1,3
"4978",-1,362272,80,2,1,2,2,6,6,3,"FL",1,16,3,3,3,1,1,1,2,2,1,3,4,4,NA,7,2,1,3
"4979",-1,362302,33,2,3,4,3,3,NA,4,"AZ",6,6,1,4,NA,1,1,1,4,1,1,2,5,4,NA,2,3,3,1
"4980",-1,362333,68,1,1,7,5,3,3,2,"MN",1,7,1,3,4,3,4,1,NA,4,1,1,2,2,NA,6,4,1,1
"4981",-1,362388,28,2,1,6,4,7,6,2,"IL",6,2,3,NA,NA,2,3,2,4,2,3,3,3,2,2,2,4,1,3
"4982",-1,362401,27,1,6,3,3,5,6,3,"GA",1,16,NA,3,NA,1,NA,1,3,1,NA,NA,4,NA,1,2,3,4,3
"4983",-1,362418,33,2,1,3,3,5,4,2,"NE",1,10,5,5,5,5,1,1,4,1,1,2,2,1,NA,2,3,1,3
"4984",-1,362456,30,1,1,8,5,5,7,1,"NY",6,13,4,7,4,1,1,1,1,1,2,4,4,2,NA,2,4,1,3
"4985",-1,362463,53,2,1,6,4,1,2,4,"WA",6,20,1,2,2,4,5,1,4,4,1,2,2,2,1,4,4,1,1
"4986",-1,362524,58,1,1,2,2,6,NA,3,"NC",1,5,NA,6,6,2,NA,1,2,2,NA,NA,4,NA,2,5,2,1,3
"4987",-1,362593,27,2,2,3,3,3,3,3,"AR",6,5,4,5,4,3,3,2,4,1,2,4,4,3,1,2,3,2,1
"4988",-1,362609,50,1,1,6,4,7,6,1,"NH",4,18,3,6,5,4,3,1,3,1,3,2,2,1,2,4,4,1,3
"4989",-1,362623,NA,1,1,2,2,6,6,4,"CA",1,NA,5,2,6,1,2,1,1,4,3,2,2,3,2,NA,2,1,3
"4990",-1,362654,37,2,3,6,4,2,4,3,"TX",1,15,1,4,4,3,3,2,NA,3,3,1,3,1,1,3,4,3,1
"4991",-1,362692,63,1,1,3,3,5,5,3,"VA",1,20,5,4,5,2,1,1,4,1,1,5,2,5,2,5,3,1,3
"4992",-1,362708,19,2,4,2,2,2,4,4,"CA",6,20,NA,1,4,4,NA,1,4,2,NA,NA,4,NA,1,1,2,4,1
"4993",-1,362715,25,2,1,6,4,1,2,2,"OH",6,6,1,1,1,5,5,1,4,2,1,2,2,2,NA,2,4,1,1
"4994",-1,362722,71,2,5,1,1,5,NA,3,"FL",3,10,4,NA,4,5,3,1,4,1,3,3,3,3,NA,6,1,4,3
"4995",-1,362739,55,1,1,1,1,3,NA,3,"MD",1,21,2,1,NA,3,2,1,2,4,3,2,3,4,1,5,1,1,1
"4996",-1,362777,29,2,1,3,3,7,7,3,"AL",1,17,NA,NA,7,1,NA,1,1,1,NA,NA,3,NA,2,2,3,1,3
"4997",-1,362784,52,1,1,4,3,7,6,2,"NE",4,2,5,1,5,4,1,1,4,1,3,3,4,3,2,4,3,1,3
"4998",-1,362814,32,2,1,6,4,2,3,4,"CO",1,19,1,1,4,2,3,1,3,3,1,1,2,3,1,2,4,1,1
"4999",-1,362838,52,2,1,NA,NA,7,5,4,"CA",1,17,4,7,5,2,1,2,2,1,2,1,2,3,2,4,NA,1,3
"5000",-1,362890,66,1,1,7,5,7,6,4,"NM",1,14,5,6,5,1,1,1,3,1,3,1,2,1,2,6,4,1,3
"5001",-1,362906,66,1,1,6,4,7,4,2,"OH",1,18,4,6,4,2,2,2,2,1,3,4,2,2,2,6,4,1,3
"5002",-1,362975,57,1,1,4,3,7,6,2,"IL",1,15,3,5,6,2,1,1,2,1,3,2,2,3,2,5,3,1,3
"5003",-1,362999,39,1,6,4,3,6,5,4,"WA",1,16,3,4,7,1,2,2,1,1,2,3,2,4,NA,3,3,4,3
"5004",-1,363015,21,1,6,3,3,3,3,2,"WI",6,16,4,2,4,4,2,1,4,3,3,2,3,3,1,1,3,4,1
"5005",-1,363022,34,1,1,6,4,7,5,2,"WI",1,21,2,2,2,4,4,1,4,2,1,3,3,3,1,2,4,1,3
"5006",-1,363039,NA,1,1,3,3,7,5,2,"MO",1,1,3,5,6,2,1,1,2,1,3,1,2,3,2,NA,3,1,3
"5007",-1,363046,35,1,1,2,2,4,5,3,"NC",6,15,3,2,3,4,3,1,4,2,1,2,3,3,1,3,2,1,2
"5008",-1,363053,80,2,1,4,3,3,3,4,"UT",1,4,2,4,4,1,1,1,2,4,1,2,2,2,1,7,3,1,1
"5009",-1,363077,26,1,1,2,2,7,4,4,"AZ",6,4,NA,NA,6,5,NA,1,4,1,NA,NA,2,NA,2,2,2,1,3
"5010",-1,363091,75,2,3,1,1,3,4,4,"CA",4,NA,3,NA,NA,4,2,1,4,NA,1,3,4,3,NA,7,1,3,1
"5011",-1,363121,34,1,5,4,3,7,6,3,"TX",6,1,NA,4,5,1,NA,1,1,4,NA,NA,3,NA,2,2,3,4,3
"5012",-1,363206,43,1,1,2,2,6,4,1,"PA",6,13,4,4,4,4,2,1,4,1,3,1,2,3,2,3,2,1,3
"5013",-1,363220,21,2,1,5,3,1,3,4,"CA",6,1,1,1,4,5,4,1,4,2,1,1,4,3,1,1,3,1,1
"5014",-1,363312,25,2,1,3,3,3,2,2,"IN",6,9,3,1,2,4,5,1,4,3,1,3,3,3,1,2,3,1,1
"5015",-1,363343,45,1,3,1,1,1,7,2,"OH",1,3,3,1,5,2,2,2,2,1,3,3,5,3,1,4,1,3,1
"5016",-1,363381,35,1,1,1,1,7,NA,3,"VA",6,6,3,5,4,4,3,1,3,1,3,3,2,3,2,3,1,1,3
"5017",-1,363411,18,1,3,2,2,3,3,1,"NY",6,13,NA,NA,3,3,NA,1,4,3,NA,NA,4,NA,1,1,2,3,1
"5018",-1,363428,39,1,1,6,4,5,5,2,"IL",1,17,4,2,5,5,4,1,4,2,1,2,2,3,1,3,4,1,3
"5019",-1,363442,71,1,1,8,5,7,6,4,"CA",1,22,5,5,5,3,1,1,2,1,3,2,4,2,2,6,4,1,3
"5020",-1,363541,NA,2,1,6,4,3,4,1,"PA",4,NA,4,1,4,2,3,1,4,1,3,3,3,3,1,NA,4,1,1
"5021",-1,363558,55,2,3,4,3,1,4,3,"GA",1,6,NA,4,4,1,NA,1,3,1,NA,NA,4,NA,NA,5,3,3,1
"5022",-1,363565,NA,1,1,1,1,7,NA,3,"FL",1,11,3,4,6,4,2,1,3,1,3,1,2,3,2,NA,1,1,3
"5023",-1,363619,78,2,6,2,2,NA,NA,2,"IA",3,NA,NA,4,7,1,NA,1,1,2,NA,NA,2,NA,2,7,2,4,NA
"5024",-1,363633,44,2,1,5,3,2,3,1,"NY",6,8,4,3,4,5,5,1,2,3,1,1,2,3,1,3,3,1,1
"5025",-1,363640,68,2,4,6,4,2,NA,4,"CA",1,20,4,3,5,3,2,1,4,2,3,5,3,4,1,6,4,4,1
"5026",-1,363657,35,2,1,8,5,2,4,4,"WA",1,21,4,3,3,2,1,1,3,2,3,5,4,3,1,3,4,1,1
"5027",-1,363701,63,1,4,2,2,1,4,4,"HI",3,11,3,2,6,3,2,1,3,1,3,3,2,3,NA,5,2,4,1
"5028",-1,363756,72,2,1,6,4,4,NA,3,"GA",3,NA,3,NA,5,2,2,1,4,2,1,3,2,3,2,6,4,1,2
"5029",-1,363763,74,2,1,3,3,1,3,4,"CA",4,1,1,1,5,1,1,1,NA,3,1,1,2,2,1,6,3,1,1
"5030",-1,363800,NA,1,NA,3,3,3,NA,2,"MO",4,NA,NA,1,1,1,NA,1,4,3,NA,NA,2,NA,1,NA,3,NA,1
"5031",-1,363855,76,2,1,7,5,1,4,4,"CA",1,21,1,1,2,3,1,1,4,3,1,1,2,1,1,7,4,1,1
"5032",-1,363916,26,2,1,3,3,4,NA,3,"OK",4,2,3,1,3,5,5,1,4,3,1,1,4,4,NA,2,3,1,2
"5033",-1,363961,39,2,2,3,3,2,3,3,"VA",6,18,3,NA,4,2,4,1,4,1,1,3,2,3,1,3,3,2,1
"5034",-1,363985,31,2,1,1,1,4,4,3,"LA",6,6,3,NA,5,5,3,1,4,1,3,3,3,3,NA,2,1,1,2
"5035",-1,363992,34,2,1,1,1,6,NA,3,"NC",1,8,2,1,NA,1,3,2,4,4,3,3,5,3,2,2,1,1,3
"5036",-1,364025,38,2,1,3,3,6,NA,4,"ID",6,2,NA,3,4,4,NA,1,4,1,NA,NA,3,NA,2,3,3,1,3
"5037",-1,364063,58,2,1,4,3,7,5,3,"TX",1,4,3,6,6,1,2,1,2,2,3,3,2,3,2,5,3,1,3
"5038",-1,364070,63,1,1,6,4,3,3,1,"MA",1,NA,2,1,4,3,3,1,4,3,1,3,2,3,1,5,4,1,1
"5039",-1,364094,73,1,1,8,5,1,1,4,"AZ",1,21,1,1,1,5,5,1,4,3,1,1,4,1,1,6,4,1,1
"5040",-1,364124,43,1,1,6,4,5,5,2,"OH",4,19,3,5,4,4,2,1,3,2,3,3,2,2,2,3,4,1,3
"5041",-1,364131,80,1,1,7,5,5,6,4,"NV",1,19,4,7,4,2,1,1,2,2,2,1,3,2,2,7,4,1,3
"5042",-1,364148,29,2,1,8,5,1,3,1,"CT",1,13,1,1,3,1,5,1,4,4,1,1,4,3,1,2,4,1,1
"5043",-1,364186,71,2,1,3,3,3,4,4,"ID",1,6,3,1,4,1,2,1,4,4,1,2,3,3,1,6,3,1,1
"5044",-1,364216,49,2,1,3,3,7,NA,4,"UT",1,12,5,6,NA,1,1,2,2,3,3,2,2,3,2,4,3,1,3
"5045",-1,364230,63,2,1,6,4,4,3,1,"NY",4,2,3,3,6,5,2,1,3,1,2,3,4,3,2,5,4,1,2
"5046",-1,364254,34,2,1,6,4,3,1,4,"CO",1,NA,1,1,1,5,5,1,4,4,1,2,2,3,1,2,4,1,1
"5047",-1,364278,65,2,1,7,5,3,2,1,"NJ",1,21,1,1,3,5,3,1,4,4,1,2,2,2,1,6,4,1,1
"5048",-1,364285,31,2,1,6,4,6,6,2,"MN",1,11,3,4,6,1,3,1,NA,2,3,1,3,3,2,2,4,1,3
"5049",-1,364292,79,2,1,4,3,4,4,4,"WA",4,2,NA,1,NA,2,NA,1,4,1,NA,NA,2,NA,1,7,3,1,2
"5050",-1,364308,67,2,1,3,3,7,6,4,"OR",1,18,3,5,5,2,4,1,2,2,2,2,2,2,2,6,3,1,3
"5051",-1,364377,65,1,3,1,1,2,NA,4,"CA",1,6,3,NA,NA,4,1,1,4,1,3,3,4,4,1,6,1,3,1
"5052",-1,364483,30,1,3,3,3,1,4,3,"TX",6,18,NA,3,3,2,NA,1,4,3,NA,NA,4,NA,1,2,3,3,1
"5053",-1,364506,50,2,1,7,5,3,3,3,"TX",6,11,3,1,3,5,3,1,4,4,1,3,4,3,1,4,4,1,1
"5054",-1,364513,71,1,1,6,4,1,2,3,"KY",1,7,1,1,4,3,3,1,4,4,1,2,2,2,1,6,4,1,1
"5055",-1,364568,73,2,1,7,5,1,2,2,"MI",1,NA,3,4,4,3,4,1,4,1,1,1,3,3,1,6,4,1,1
"5056",-1,364629,50,1,1,7,5,6,5,1,"NY",1,17,5,5,4,3,2,1,2,1,2,1,4,1,1,4,4,1,3
"5057",-1,364636,30,2,6,5,3,2,3,1,"ME",6,2,NA,NA,NA,5,NA,1,4,2,NA,NA,4,NA,NA,2,3,4,1
"5058",-1,364704,41,2,1,8,5,2,2,3,"FL",6,17,2,1,2,5,5,1,4,3,1,2,4,3,1,3,4,1,1
"5059",-1,364742,NA,2,1,6,4,7,6,2,"MN",1,NA,3,6,6,1,1,2,2,2,3,2,2,3,2,NA,4,1,3
"5060",-1,364759,18,2,1,3,3,7,7,3,"TX",6,19,5,7,6,2,1,2,1,1,3,1,2,2,2,1,3,1,3
"5061",-1,364766,77,1,1,6,4,7,4,3,"SC",1,9,5,6,1,5,1,2,3,1,2,1,4,3,2,7,4,1,3
"5062",-1,364810,19,1,1,3,3,1,3,2,"IL",6,18,2,1,2,4,3,1,4,4,1,2,2,3,1,1,3,1,1
"5063",-1,364834,40,1,3,3,3,4,4,4,"CA",1,7,3,4,4,5,3,1,NA,3,3,3,3,3,NA,3,3,3,2
"5064",-1,364872,74,2,1,7,5,7,6,3,"WV",1,18,5,7,7,1,1,1,2,2,3,1,2,1,2,6,4,1,3
"5065",-1,364889,37,2,1,6,4,1,2,1,"PA",6,16,2,1,2,5,4,1,4,3,1,3,2,2,NA,3,4,1,1
"5066",-1,364896,75,2,1,3,3,6,NA,2,"KS",4,1,4,NA,7,1,1,2,1,1,3,3,4,4,2,7,3,1,3
"5067",-1,364926,37,2,3,6,4,5,5,2,"IL",1,10,NA,1,4,2,NA,1,1,4,NA,NA,3,NA,NA,3,4,3,3
"5068",-1,364933,80,2,1,6,4,7,7,3,"FL",4,18,2,1,1,1,2,1,1,1,3,4,2,5,1,7,4,1,3
"5069",-1,364971,69,2,1,6,4,6,5,1,"NY",4,18,2,2,4,3,2,1,4,1,3,3,3,2,1,6,4,1,3
"5070",-1,364988,59,2,1,2,2,4,NA,1,"CT",4,NA,4,2,NA,1,1,1,2,4,3,3,2,5,2,5,2,1,2
"5071",-1,365028,22,1,1,6,4,5,6,3,"GA",6,NA,2,6,3,4,1,1,2,3,2,2,4,2,2,1,4,1,3
"5072",-1,365059,30,1,1,2,2,5,4,2,"IL",1,18,3,4,5,1,4,1,1,2,3,1,2,1,NA,2,2,1,3
"5073",-1,365066,44,2,2,7,5,3,NA,3,"GA",4,1,1,1,3,1,2,1,4,4,1,2,2,1,1,3,4,2,1
"5074",-1,365103,64,2,1,8,5,1,2,3,"OK",4,17,1,1,4,3,3,1,4,4,1,1,2,2,1,5,4,1,1
"5075",-1,365110,40,1,6,8,5,5,6,4,"CA",6,NA,NA,NA,NA,3,NA,2,4,2,NA,NA,3,NA,2,3,4,4,3
"5076",-1,365196,61,1,1,6,4,1,3,2,"MN",1,18,1,1,3,5,5,1,4,4,1,1,2,2,1,5,4,1,1
"5077",-1,365226,29,1,1,6,4,3,1,2,"OH",1,18,1,1,1,4,5,1,NA,4,1,1,4,3,1,2,4,1,1
"5078",-1,365264,78,2,1,4,3,1,1,4,"CA",4,5,1,1,2,4,2,1,3,3,1,1,4,3,1,7,3,1,1
"5079",-1,365295,71,1,2,3,3,1,NA,2,"MI",1,9,3,7,5,1,2,1,4,3,1,1,2,3,1,6,3,2,1
"5080",-1,365325,45,1,1,3,3,2,2,4,"OR",1,NA,NA,1,2,5,NA,1,4,3,NA,NA,3,NA,1,4,3,1,1
"5081",-1,365332,66,1,1,4,3,7,7,4,"CA",1,21,4,7,7,1,NA,1,2,1,NA,NA,3,1,2,6,3,1,3
"5082",-1,365370,52,1,1,3,3,7,6,2,"OH",6,12,5,3,5,2,2,1,2,1,3,3,3,3,2,4,3,1,3
"5083",-1,365394,40,1,1,7,5,7,7,3,"LA",6,12,NA,3,5,4,NA,1,2,3,NA,NA,2,NA,2,3,4,1,3
"5084",-1,365400,41,1,1,NA,NA,7,NA,2,"MO",6,1,3,NA,3,2,3,1,NA,3,1,1,3,3,1,3,NA,1,3
"5085",-1,365448,31,1,1,6,4,2,4,2,"NE",1,19,1,2,1,1,2,1,2,4,1,1,4,1,1,2,4,1,1
"5086",-1,365455,66,1,2,8,5,1,NA,2,"MI",1,NA,3,3,4,1,4,1,4,4,1,1,3,3,NA,6,4,2,1
"5087",-1,365516,24,2,6,5,3,7,6,2,"IL",6,10,NA,2,6,1,NA,2,2,1,NA,NA,2,NA,2,1,3,4,3
"5088",-1,365523,34,1,2,6,4,3,3,3,"SC",6,10,NA,NA,4,2,NA,1,4,4,NA,NA,3,NA,1,2,4,2,1
"5089",-1,365530,41,2,1,6,4,6,5,1,"NY",1,1,3,7,7,4,3,1,3,3,3,4,1,1,2,3,4,1,3
"5090",-1,365554,24,2,2,3,3,3,2,2,"MO",6,8,1,1,NA,4,3,1,4,3,3,3,2,3,1,1,3,2,1
"5091",-1,365585,29,2,2,2,2,1,NA,3,"VA",6,2,5,1,NA,2,1,2,1,1,3,3,5,5,NA,2,2,2,1
"5092",-1,365592,36,2,1,4,3,6,5,3,"VA",1,20,4,7,5,4,1,1,4,1,3,3,3,4,2,3,3,1,3
"5093",-1,365660,41,2,3,8,5,5,6,4,"OR",1,1,3,7,7,1,1,2,1,1,2,1,4,3,2,3,4,3,3
"5094",-1,365707,80,1,1,7,5,4,NA,3,"FL",3,13,2,NA,NA,3,2,1,1,4,1,1,4,3,2,7,4,1,2
"5095",-1,365714,57,2,1,7,5,2,4,2,"OH",1,21,NA,4,4,2,NA,1,4,1,NA,NA,4,NA,NA,5,4,1,1
"5096",-1,365745,57,1,1,7,5,6,6,2,"WI",1,20,4,5,5,1,1,1,2,1,3,2,3,2,2,5,4,1,3
"5097",-1,365769,51,2,1,3,3,7,4,2,"OH",1,15,NA,3,4,3,NA,1,4,2,NA,NA,3,NA,NA,4,3,1,3
"5098",-1,365844,66,1,1,2,2,5,NA,2,"OH",6,22,5,NA,NA,3,2,2,4,1,2,1,5,3,2,6,2,1,3
"5099",-1,365868,45,1,1,6,4,2,2,4,"CA",6,17,2,2,1,5,4,1,4,3,1,2,3,2,1,4,4,1,1
"5100",-1,365875,25,2,1,6,4,7,5,3,"WV",4,1,2,1,4,1,3,1,2,1,1,3,3,3,2,2,4,1,3
"5101",-1,365882,28,1,1,3,3,7,7,3,"TX",4,5,5,3,7,4,1,2,2,1,3,1,3,2,2,2,3,1,3
"5102",-1,365899,72,1,1,6,4,7,7,1,"NY",1,12,3,6,5,1,1,1,1,1,3,1,3,1,2,6,4,1,3
"5103",-1,365905,36,2,1,7,5,7,6,3,"FL",1,18,4,NA,5,3,3,1,4,1,2,1,4,4,2,3,4,1,3
"5104",-1,365981,21,2,1,5,3,1,2,4,"OR",6,20,3,1,4,5,4,1,4,2,1,1,3,3,1,1,3,1,1
"5105",-1,366007,64,2,1,2,2,7,2,3,"FL",1,10,3,2,6,2,1,1,3,1,3,3,3,3,2,5,2,1,3
"5106",-1,366014,33,2,1,6,4,5,6,4,"UT",1,21,NA,5,3,1,NA,1,2,1,NA,NA,2,NA,2,2,4,1,3
"5107",-1,366021,47,1,1,3,3,5,6,4,"CA",1,6,4,7,6,2,1,1,2,1,2,1,2,2,2,4,3,1,3
"5108",-1,366038,28,2,1,3,3,2,2,2,"OH",1,14,1,1,1,5,3,1,4,4,1,3,3,2,1,2,3,1,1
"5109",-1,366052,40,2,1,2,2,5,4,1,"MA",1,16,2,4,5,3,1,1,4,1,2,3,3,2,2,3,2,1,3
"5110",-1,366083,27,2,2,4,3,1,4,3,"GA",6,3,1,1,5,1,4,1,2,1,1,3,3,3,1,2,3,2,1
"5111",-1,366090,68,1,1,3,3,6,4,2,"IL",1,14,NA,1,NA,3,NA,1,2,1,NA,NA,3,NA,1,6,3,1,3
"5112",-1,366113,19,2,1,3,3,7,7,1,"NY",6,17,4,7,7,1,3,2,2,1,1,5,4,3,2,1,3,1,3
"5113",-1,366151,39,1,1,2,2,6,6,1,"NY",1,17,4,5,6,1,1,2,1,1,3,3,3,3,2,3,2,1,3
"5114",-1,366175,20,2,2,2,2,1,7,3,"OK",6,2,1,1,7,2,2,2,4,1,2,1,1,1,NA,1,2,2,1
"5115",-1,366199,46,1,4,7,5,4,3,4,"CA",4,7,1,4,2,2,1,1,2,2,1,1,3,1,1,4,4,4,2
"5116",-1,366250,55,1,1,6,4,7,6,1,"NY",1,22,3,4,5,2,1,1,3,1,2,3,3,3,2,5,4,1,3
"5117",-1,366274,56,1,3,6,4,4,6,3,"KY",1,13,3,7,6,2,1,1,1,1,3,1,4,1,2,5,4,3,2
"5118",-1,366328,68,2,2,2,2,1,NA,3,"VA",4,NA,3,1,4,4,1,1,4,3,1,4,4,2,1,6,2,2,1
"5119",-1,366380,74,1,1,8,5,7,6,3,"TX",1,12,3,6,5,2,1,1,1,3,3,2,3,3,2,6,4,1,3
"5120",-1,366397,28,2,5,3,3,1,1,4,"CA",6,2,1,1,7,5,5,1,4,2,1,1,2,4,1,2,3,4,1
"5121",-1,366465,68,2,1,6,4,7,6,3,"FL",3,7,4,3,5,3,1,1,4,1,1,2,3,3,2,6,4,1,3
"5122",-1,366472,21,1,1,3,3,7,6,4,"CO",6,2,3,4,5,1,1,1,2,1,3,1,2,1,2,1,3,1,3
"5123",-1,400068,61,1,1,7,5,7,6,4,"HI",1,20,4,4,6,1,1,1,3,1,3,3,1,2,2,5,4,1,3
"5124",-1,400075,31,2,1,4,3,1,NA,4,"CA",6,21,NA,1,NA,5,NA,1,4,4,NA,NA,2,NA,NA,2,3,1,1
"5125",-1,400082,NA,2,1,8,5,4,6,3,"KY",4,10,5,5,4,4,1,1,4,2,1,1,2,3,NA,NA,4,1,2
"5126",-1,400099,72,1,1,3,3,7,NA,4,"WA",4,6,3,1,NA,5,3,1,4,1,3,3,5,3,2,6,3,1,3
"5127",-1,400112,72,1,1,7,5,7,6,4,"WA",1,12,4,4,6,2,1,1,2,1,3,4,3,3,2,6,4,1,3
"5128",-1,400136,59,2,2,4,3,1,3,3,"GA",4,5,3,1,5,1,3,1,4,4,3,5,5,2,1,5,3,2,1
"5129",-1,400181,62,1,1,7,5,6,6,2,"MN",1,20,3,4,5,1,1,1,2,1,3,3,2,3,2,5,4,1,3
"5130",-1,400242,NA,2,3,7,5,2,3,4,"CA",1,20,NA,4,3,2,NA,1,4,1,NA,NA,4,NA,1,NA,4,3,1
"5131",-1,400280,35,1,1,4,3,5,4,2,"MO",6,4,3,4,4,4,2,2,2,2,3,3,2,3,NA,3,3,1,3
"5132",-1,400303,38,1,3,3,3,1,3,3,"TX",6,1,1,6,1,1,5,1,1,1,1,1,5,1,1,3,3,3,1
"5133",-1,400327,21,2,1,2,2,6,5,3,"LA",6,2,2,5,NA,2,1,1,2,3,1,1,2,3,2,1,2,1,3
"5134",-1,400334,48,2,1,3,3,5,6,4,"ID",1,17,5,NA,4,2,2,2,2,1,3,2,4,5,2,4,3,1,3
"5135",-1,400372,41,2,1,7,5,1,2,2,"IL",4,11,4,1,4,5,2,1,4,1,1,3,4,3,1,3,4,1,1
"5136",-1,400396,46,2,1,5,3,7,4,3,"LA",4,10,5,1,6,3,2,1,2,1,3,2,2,5,2,4,3,1,3
"5137",-1,400433,34,1,1,4,3,3,4,1,"PA",1,1,3,5,5,3,3,2,3,3,1,3,3,3,NA,2,3,1,1
"5138",-1,400440,44,1,1,7,5,4,4,3,"TX",6,17,3,3,4,5,4,1,4,2,3,3,2,3,1,3,4,1,2
"5139",-1,400457,61,2,1,2,2,4,4,2,"WI",1,NA,3,2,6,2,1,1,2,2,3,2,2,3,NA,5,2,1,2
"5140",-1,400464,48,2,1,6,4,4,4,4,"CA",4,11,5,2,NA,4,3,1,4,1,2,3,2,3,2,4,4,1,2
"5141",-1,400518,35,1,1,6,4,7,7,3,"SC",1,10,5,6,3,1,1,1,1,1,2,1,4,1,2,3,4,1,3
"5142",-1,400525,35,2,1,2,2,4,NA,2,"MI",4,3,3,7,7,2,1,1,2,2,3,1,3,1,2,3,2,1,2
"5143",-1,400648,58,2,2,1,1,1,NA,1,"PA",6,1,NA,6,6,2,NA,1,2,3,NA,NA,3,NA,1,5,1,2,1
"5144",-1,400693,68,2,1,2,2,1,4,3,"KY",1,9,3,NA,NA,2,1,1,2,1,3,3,4,5,1,6,2,1,1
"5145",-1,400723,60,2,1,6,4,6,3,4,"WA",1,20,4,3,5,4,1,1,4,1,3,3,2,3,1,5,4,1,3
"5146",-1,400747,70,1,1,6,4,7,7,4,"AZ",1,13,5,4,6,3,1,2,2,1,3,2,3,1,2,6,4,1,3
"5147",-1,400761,63,1,1,4,3,5,5,2,"ND",1,14,5,6,6,3,1,1,2,1,3,2,2,3,2,5,3,1,3
"5148",-1,400785,47,2,1,2,2,7,7,3,"GA",1,NA,5,4,6,3,1,1,3,2,3,2,2,2,2,4,2,1,3
"5149",-1,400822,69,1,1,7,5,1,2,1,"NY",1,19,1,2,4,5,4,1,4,3,1,4,2,1,NA,6,4,1,1
"5150",-1,400839,66,1,1,2,2,4,4,1,"ME",1,9,4,1,4,2,2,1,4,1,1,2,2,4,2,6,2,1,2
