"vote","leave","education","age"
"stay",0,4,40
"stay",0,4,41
"leave",1,4,41
"leave",1,4,57
"don't know","Missing",5,60
"stay",0,4,62
"leave",1,4,35
"stay",0,4,67
"stay",0,"Missing",56
"leave",1,4,35
"stay",0,3,64
"stay",0,3,58
"stay",0,5,40
"stay",0,2,53
"stay",0,"Missing",69
"don't know","Missing",4,37
"leave",1,4,58
"stay",0,4,35
"stay",0,4,70
"don't know","Missing","Missing",60
"leave",1,4,40
"leave",1,3,30
"leave",1,3,39
"leave",1,2,46
"stay",0,2,73
"don't know","Missing",4,66
"stay",0,2,60
"stay",0,4,28
"stay",0,5,32
"stay",0,4,29
"leave",1,4,47
"leave",1,3,51
"don't know","Missing","Missing",56
"stay",0,"Missing",36
"stay",0,5,41
"leave",1,3,40
"leave",1,4,43
"leave",1,4,28
"stay",0,5,26
"leave",1,4,54
"stay",0,3,33
"leave",1,2,50
"stay",0,4,54
"stay",0,4,30
"stay",0,5,26
"stay",0,2,51
"leave",1,4,57
"leave",1,3,27
"don't know","Missing",2,61
"stay",0,5,33
"stay",0,4,39
"leave",1,4,41
"stay",0,2,62
"don't know","Missing",3,36
"leave",1,4,54
"stay",0,4,24
"leave",1,3,40
"stay",0,4,57
"leave",1,1,59
"stay",0,2,49
"stay",0,4,64
"stay",0,4,31
"leave",1,1,65
"stay",0,1,70
"leave",1,5,63
"leave",1,1,41
"leave",1,2,66
"stay",0,3,43
"leave",1,4,68
"stay",0,4,23
"stay",0,5,46
"leave",1,2,63
"leave",1,3,62
"leave",1,5,63
"leave",1,5,57
"leave",1,3,63
"stay",0,5,37
"leave",1,3,65
"leave",1,4,75
"leave",1,3,63
"don't know","Missing",3,72
"leave",1,1,63
"stay",0,2,51
"don't know","Missing",4,49
"stay",0,2,65
"leave",1,"Missing",69
"stay",0,2,50
"leave",1,4,66
"stay",0,4,35
"leave",1,3,51
"don't know","Missing",3,44
"leave",1,2,56
"stay",0,4,60
"stay",0,4,49
"leave",1,4,55
"stay",0,4,68
"leave",1,4,66
"leave",1,3,71
"leave",1,4,70
"don't know","Missing",3,66
"leave",1,4,60
"don't know","Missing",4,47
"stay",0,5,34
"leave",1,3,72
"stay",0,4,60
"stay",0,"Missing",56
"leave",1,"Missing",67
"leave",1,3,58
"leave",1,3,66
"stay",0,4,65
"stay",0,4,54
"stay",0,2,69
"won't vote","Missing",2,50
"don't know","Missing",5,37
"don't know","Missing",4,39
"stay",0,4,31
"leave",1,3,65
"leave",1,3,59
"stay",0,4,41
"stay",0,4,59
"leave",1,3,67
"leave",1,4,40
"leave",1,3,23
"leave",1,1,64
"leave",1,4,67
"stay",0,2,43
"leave",1,"Missing",74
"stay",0,3,40
"stay",0,5,64
"stay",0,"Missing",82
"leave",1,2,71
"leave",1,2,70
"stay",0,5,74
"stay",0,4,65
"leave",1,2,64
"won't vote","Missing",4,41
"don't know","Missing","Missing",72
"stay",0,4,79
"leave",1,4,60
"stay",0,4,32
"leave",1,2,62
"leave",1,2,67
"leave",1,3,64
"leave",1,5,25
"stay",0,4,53
"leave",1,4,45
"leave",1,4,81
"stay",0,5,63
"leave",1,4,86
"leave",1,2,74
"leave",1,1,43
"leave",1,2,66
"stay",0,4,67
"stay",0,4,41
"leave",1,4,27
"leave",1,4,52
"leave",1,3,72
"leave",1,3,62
"leave",1,1,59
"leave",1,1,81
"leave",1,2,54
"stay",0,"Missing",77
"stay",0,5,68
"leave",1,4,36
"stay",0,1,42
"leave",1,1,56
"leave",1,3,49
"leave",1,3,75
"stay",0,"Missing",41
"stay",0,4,43
"leave",1,5,51
"leave",1,4,35
"leave",1,4,59
"stay",0,4,51
"stay",0,4,32
"stay",0,4,72
"stay",0,4,35
"won't vote","Missing",4,41
"leave",1,5,54
"stay",0,2,35
"stay",0,4,40
"don't know","Missing",3,28
"stay",0,1,67
"leave",1,4,59
"leave",1,5,51
"don't know","Missing",4,69
"stay",0,2,66
"leave",1,4,53
"don't know","Missing",4,59
"leave",1,4,65
"leave",1,4,62
"leave",1,2,71
"leave",1,5,70
"stay",0,2,42
"leave",1,4,74
"leave",1,4,66
"leave",1,2,72
"leave",1,4,62
"leave",1,2,61
"stay",0,1,69
"stay",0,5,37
"stay",0,4,25
"stay",0,5,69
"leave",1,1,73
"stay",0,2,66
"leave",1,3,32
"leave",1,2,50
"stay",0,4,39
"stay",0,4,73
"leave",1,1,67
"stay",0,1,62
"leave",1,1,74
"stay",0,4,36
"stay",0,4,70
"won't vote","Missing",4,26
"leave",1,4,67
"stay",0,5,70
"leave",1,2,83
"stay",0,"Missing",74
"stay",0,4,25
"stay",0,3,51
"stay",0,4,63
"stay",0,4,64
"leave",1,2,57
"stay",0,5,40
"stay",0,4,26
"don't know","Missing",2,28
"won't vote","Missing",4,35
"stay",0,5,62
"stay",0,1,60
"stay",0,5,49
"leave",1,4,67
"leave",1,"Missing",33
"stay",0,"Missing",74
"stay",0,4,31
"leave",1,4,35
"leave",1,4,53
"stay",0,4,60
"leave",1,3,69
"stay",0,4,59
"stay",0,5,32
"leave",1,3,68
"leave",1,"Missing",62
"leave",1,3,62
"leave",1,3,52
"don't know","Missing",5,25
"stay",0,5,58
"stay",0,2,46
"leave",1,3,53
"stay",0,4,36
"stay",0,3,30
"stay",0,5,43
"don't know","Missing",3,24
"don't know","Missing",3,53
"stay",0,4,69
"leave",1,3,72
"won't vote","Missing","Missing",28
"won't vote","Missing",2,44
"leave",1,"Missing",63
"don't know","Missing",4,35
"stay",0,4,68
"stay",0,5,26
"stay",0,4,27
"stay",0,4,55
"leave",1,2,62
"stay",0,2,53
"don't know","Missing",4,44
"leave",1,2,66
"stay",0,3,52
"leave",1,4,44
"won't vote","Missing",4,27
"don't know","Missing",2,26
"leave",1,3,58
"stay",0,4,65
"stay",0,3,44
"leave",1,1,68
"stay",0,"Missing",71
"leave",1,4,65
"don't know","Missing",2,63
"won't vote","Missing",5,38
"leave",1,1,67
"leave",1,3,39
"leave",1,"Missing",49
"leave",1,4,30
"leave",1,5,58
"leave",1,3,42
"leave",1,4,22
"stay",0,4,62
"stay",0,2,61
"leave",1,2,51
"don't know","Missing",5,45
"stay",0,4,39
"stay",0,4,57
"leave",1,3,58
"leave",1,1,74
"leave",1,"Missing",60
"stay",0,4,58
"leave",1,4,49
"stay",0,4,75
"leave",1,2,64
"stay",0,3,71
"stay",0,"Missing",50
"leave",1,2,47
"stay",0,5,50
"don't know","Missing",2,57
"stay",0,4,66
"leave",1,"Missing",69
"leave",1,3,50
"leave",1,2,57
"leave",1,4,43
"stay",0,4,47
"leave",1,"Missing",58
"stay",0,3,60
"stay",0,2,39
"leave",1,4,46
"stay",0,1,57
"stay",0,4,56
"stay",0,2,28
"stay",0,"Missing",76
"leave",1,2,45
"leave",1,"Missing",66
"leave",1,5,45
"leave",1,4,46
"won't vote","Missing",3,39
"stay",0,3,45
"stay",0,4,21
"leave",1,4,64
"stay",0,2,71
"leave",1,3,71
"leave",1,4,24
"stay",0,2,71
"stay",0,4,61
"stay",0,4,70
"leave",1,4,50
"stay",0,"Missing",59
"won't vote","Missing",4,63
"stay",0,3,61
"stay",0,4,56
"stay",0,5,33
"leave",1,2,26
"stay",0,3,31
"stay",0,"Missing",60
"leave",1,4,33
"stay",0,4,50
"stay",0,4,48
"stay",0,4,30
"leave",1,4,41
"leave",1,4,25
"stay",0,5,58
"leave",1,"Missing",33
"stay",0,3,30
"stay",0,2,33
"stay",0,4,60
"stay",0,4,52
"stay",0,4,68
"don't know","Missing",3,56
"leave",1,2,56
"stay",0,4,56
"won't vote","Missing",4,26
"don't know","Missing",3,25
"stay",0,4,55
"leave",1,4,43
"stay",0,5,48
"leave",1,4,45
"stay",0,4,38
"leave",1,4,68
"leave",1,3,59
"leave",1,4,57
"leave",1,4,78
"leave",1,4,47
"stay",0,5,40
"leave",1,3,58
"stay",0,4,34
"stay",0,4,34
"stay",0,4,42
"leave",1,"Missing",53
"stay",0,3,65
"stay",0,4,41
"leave",1,3,78
"stay",0,3,24
"stay",0,4,24
"don't know","Missing",4,55
"don't know","Missing",4,25
"stay",0,4,23
"stay",0,3,28
"leave",1,2,53
"leave",1,"Missing",62
"stay",0,"Missing",73
"stay",0,4,31
"leave",1,3,49
"leave",1,5,50
"stay",0,"Missing",59
"leave",1,4,72
"stay",0,4,68
"stay",0,4,32
"leave",1,2,65
"stay",0,1,69
"leave",1,1,85
"leave",1,3,40
"stay",0,"Missing",65
"stay",0,2,63
"leave",1,2,54
"stay",0,3,26
"leave",1,2,38
"stay",0,4,37
"stay",0,1,90
"leave",1,4,25
"leave",1,3,57
"leave",1,"Missing",67
"leave",1,4,34
"leave",1,1,58
"stay",0,4,40
"don't know","Missing",1,62
"leave",1,2,65
"stay",0,4,32
"stay",0,4,60
"don't know","Missing",4,50
"stay",0,5,72
"leave",1,"Missing",26
"stay",0,"Missing",46
"stay",0,3,32
"leave",1,"Missing",72
"stay",0,3,30
"stay",0,4,29
"stay",0,4,30
"stay",0,4,62
"leave",1,5,68
"leave",1,5,58
"don't know","Missing",4,29
"leave",1,4,40
"stay",0,"Missing",25
"stay",0,4,47
"stay",0,3,58
"leave",1,2,35
"stay",0,4,33
"stay",0,4,68
"stay",0,"Missing",62
"stay",0,4,61
"stay",0,3,42
"leave",1,4,57
"don't know","Missing",4,63
"stay",0,4,40
"stay",0,4,23
"stay",0,3,25
"stay",0,4,36
"stay",0,4,63
"leave",1,2,64
"leave",1,2,66
"stay",0,5,42
"leave",1,4,27
"stay",0,4,24
"leave",1,4,61
"leave",1,4,54
"leave",1,1,73
"stay",0,4,54
"stay",0,5,55
"won't vote","Missing",1,65
"stay",0,4,34
"leave",1,4,47
"stay",0,3,60
"leave",1,"Missing",56
"leave",1,1,69
"leave",1,4,35
"don't know","Missing",4,75
"stay",0,4,79
"stay",0,4,25
"stay",0,2,68
"stay",0,2,69
"leave",1,2,36
"stay",0,4,24
"stay",0,5,40
"leave",1,5,49
"stay",0,5,53
"won't vote","Missing",4,34
"leave",1,4,76
"leave",1,4,44
"stay",0,"Missing",65
"leave",1,2,50
"leave",1,2,74
"leave",1,4,64
"leave",1,2,48
"don't know","Missing",4,67
"leave",1,1,61
"leave",1,4,25
"stay",0,4,31
"leave",1,2,70
"leave",1,"Missing",47
"leave",1,1,67
"stay",0,3,37
"stay",0,4,32
"stay",0,5,31
"won't vote","Missing",4,29
"stay",0,3,24
"stay",0,5,23
"leave",1,4,63
"leave",1,4,62
"stay",0,4,41
"stay",0,4,28
"stay",0,3,69
"stay",0,3,45
"leave",1,5,30
"stay",0,4,69
"leave",1,"Missing",23
"stay",0,3,65
"stay",0,5,66
"stay",0,5,61
"stay",0,4,37
"don't know","Missing",2,54
"stay",0,4,25
"stay",0,5,68
"leave",1,4,55
"leave",1,4,40
"don't know","Missing",3,34
"leave",1,4,66
"don't know","Missing",4,40
"stay",0,2,63
"stay",0,4,37
"leave",1,4,48
"stay",0,5,59
"leave",1,2,71
"stay",0,4,23
"stay",0,4,56
"leave",1,3,53
"stay",0,4,50
"leave",1,2,70
"stay",0,5,24
"leave",1,2,70
"stay",0,3,54
"leave",1,4,68
"stay",0,4,23
"stay",0,4,61
"leave",1,4,67
"stay",0,4,26
"leave",1,4,40
"leave",1,3,44
"leave",1,4,50
"leave",1,"Missing",76
"stay",0,3,68
"stay",0,2,57
"don't know","Missing",3,40
"leave",1,2,40
"stay",0,2,65
"stay",0,4,52
"stay",0,1,73
"stay",0,4,28
"leave",1,3,67
"stay",0,3,23
"leave",1,1,54
"leave",1,4,78
"leave",1,4,26
"won't vote","Missing",4,46
"stay",0,3,43
"stay",0,4,58
"stay",0,3,54
"leave",1,1,63
"stay",0,4,68
"won't vote","Missing","Missing",70
"don't know","Missing",3,24
"stay",0,4,34
"stay",0,4,30
"leave",1,4,69
"don't know","Missing",2,69
"stay",0,5,58
"won't vote","Missing","Missing",26
"leave",1,"Missing",63
"stay",0,5,30
"stay",0,5,43
"stay",0,4,54
"leave",1,4,29
"stay",0,4,60
"leave",1,1,72
"leave",1,2,69
"stay",0,4,36
"stay",0,3,72
"stay",0,5,25
"stay",0,4,43
"stay",0,5,34
"won't vote","Missing","Missing",60
"leave",1,3,61
"stay",0,1,61
"leave",1,2,71
"stay",0,3,45
"leave",1,4,69
"stay",0,4,24
"leave",1,5,24
"stay",0,3,71
"leave",1,3,42
"leave",1,3,73
"stay",0,4,41
"stay",0,"Missing",69
"leave",1,1,65
"leave",1,3,37
"stay",0,5,38
"leave",1,4,24
"don't know","Missing",2,68
"leave",1,2,64
"stay",0,5,37
"stay",0,4,55
"stay",0,"Missing",53
"don't know","Missing",3,31
"stay",0,4,35
"leave",1,4,33
"stay",0,3,67
"leave",1,"Missing",62
"stay",0,"Missing",35
"leave",1,4,54
"stay",0,4,56
"leave",1,2,73
"stay",0,4,38
"stay",0,4,35
"leave",1,1,45
"leave",1,2,55
"stay",0,4,25
"leave",1,3,60
"don't know","Missing",3,33
"stay",0,4,63
"stay",0,4,55
"leave",1,3,59
"stay",0,4,55
"stay",0,4,38
"leave",1,"Missing",63
"stay",0,2,58
"stay",0,2,76
"stay",0,5,51
"leave",1,3,66
"leave",1,2,71
"stay",0,4,68
"leave",1,4,53
"stay",0,5,29
"stay",0,4,35
"leave",1,2,57
"stay",0,4,24
"leave",1,2,31
"stay",0,3,55
"leave",1,"Missing",54
"leave",1,2,60
"stay",0,4,41
"stay",0,5,71
"stay",0,3,66
"stay",0,3,66
"won't vote","Missing",4,25
"leave",1,3,68
"leave",1,4,22
"don't know","Missing",4,27
"don't know","Missing",4,58
"stay",0,4,22
"leave",1,"Missing",32
"leave",1,1,63
"stay",0,3,25
"stay",0,4,59
"won't vote","Missing",2,30
"stay",0,3,61
"stay",0,4,34
"stay",0,4,63
"stay",0,4,41
"stay",0,"Missing",58
"stay",0,3,31
"stay",0,4,52
"stay",0,3,58
"leave",1,"Missing",38
"leave",1,2,34
"leave",1,4,51
"stay",0,4,34
"leave",1,"Missing",50
"leave",1,2,50
"stay",0,4,49
"stay",0,"Missing",45
"stay",0,2,71
"leave",1,4,80
"stay",0,5,34
"stay",0,3,55
"stay",0,1,59
"leave",1,3,53
"stay",0,2,50
"leave",1,4,74
"stay",0,3,70
"stay",0,3,73
"stay",0,2,62
"stay",0,3,36
"leave",1,4,68
"stay",0,3,57
"leave",1,3,57
"stay",0,1,72
"leave",1,4,49
"stay",0,5,34
"stay",0,4,58
"stay",0,5,49
"leave",1,"Missing",56
"leave",1,2,50
"leave",1,"Missing",57
"stay",0,4,29
"stay",0,4,72
"stay",0,5,35
"don't know","Missing","Missing",76
"leave",1,"Missing",42
"leave",1,"Missing",49
"stay",0,3,60
"leave",1,4,69
"leave",1,2,80
"leave",1,2,49
"stay",0,4,29
"stay",0,4,66
"stay",0,3,60
"leave",1,"Missing",75
"leave",1,2,69
"stay",0,2,56
"stay",0,3,48
"leave",1,2,58
"leave",1,"Missing",59
"stay",0,3,52
"stay",0,1,56
"stay",0,2,57
"don't know","Missing",2,41
"stay",0,2,59
"leave",1,1,66
"leave",1,5,59
"stay",0,4,73
"leave",1,"Missing",72
"stay",0,4,68
"stay",0,4,44
"leave",1,2,75
"leave",1,"Missing",59
"leave",1,2,66
"stay",0,4,37
"stay",0,4,50
"stay",0,2,31
"stay",0,4,26
"stay",0,"Missing",48
"stay",0,3,25
"stay",0,2,71
"stay",0,4,74
"don't know","Missing",5,57
"stay",0,1,83
"stay",0,4,60
"stay",0,5,24
"stay",0,4,25
"leave",1,2,44
"leave",1,1,58
"leave",1,"Missing",60
"won't vote","Missing",2,34
"stay",0,4,25
"stay",0,4,42
"leave",1,2,71
"stay",0,5,32
"leave",1,2,42
"leave",1,3,51
"stay",0,4,64
"leave",1,"Missing",67
"stay",0,4,52
"leave",1,4,53
"leave",1,4,26
"stay",0,3,21
"stay",0,3,46
"stay",0,3,70
"leave",1,2,47
"stay",0,5,41
"leave",1,3,56
"stay",0,4,72
"leave",1,4,56
"don't know","Missing",2,47
"leave",1,4,66
"leave",1,2,76
"won't vote","Missing",4,41
"leave",1,2,37
"leave",1,2,42
"leave",1,4,35
"stay",0,3,24
"don't know","Missing",4,64
"leave",1,3,67
"won't vote","Missing","Missing",24
"don't know","Missing",1,73
"leave",1,2,46
"stay",0,2,66
"leave",1,"Missing",71
"leave",1,2,61
"stay",0,4,81
"leave",1,3,67
"leave",1,"Missing",67
"stay",0,4,73
"leave",1,2,68
"leave",1,4,72
"stay",0,2,68
"won't vote","Missing",2,57
"leave",1,3,40
"leave",1,2,75
"leave",1,4,66
"stay",0,4,65
"leave",1,3,56
"stay",0,5,65
"stay",0,2,70
"stay",0,"Missing",56
"stay",0,4,56
"leave",1,"Missing",43
"stay",0,5,49
"stay",0,4,26
"stay",0,"Missing",53
"stay",0,4,24
"stay",0,3,27
"don't know","Missing",4,67
"stay",0,"Missing",53
"stay",0,5,55
"leave",1,4,72
"leave",1,2,70
"don't know","Missing",4,44
"stay",0,2,68
"stay",0,2,44
"leave",1,2,66
"don't know","Missing","Missing",63
"leave",1,2,62
"stay",0,4,57
"stay",0,3,76
"leave",1,2,61
"stay",0,4,55
"stay",0,4,51
"leave",1,3,35
"leave",1,4,50
"leave",1,4,60
"stay",0,3,64
"leave",1,3,59
"stay",0,"Missing",47
"leave",1,3,50
"stay",0,4,46
"stay",0,"Missing",53
"stay",0,4,26
"stay",0,4,40
"leave",1,1,66
"stay",0,3,66
"stay",0,2,42
"stay",0,4,63
"stay",0,4,66
"leave",1,4,67
"leave",1,4,65
"leave",1,4,62
"stay",0,4,39
"leave",1,5,72
"stay",0,4,76
"leave",1,3,53
"stay",0,4,27
"leave",1,2,73
"stay",0,4,27
"leave",1,2,71
"stay",0,4,70
"stay",0,3,21
"leave",1,4,61
"leave",1,4,66
"leave",1,3,72
"leave",1,4,73
"stay",0,4,30
"stay",0,3,58
"leave",1,5,68
"leave",1,3,63
"leave",1,4,71
"leave",1,3,64
"stay",0,2,68
"stay",0,4,70
"stay",0,"Missing",67
"leave",1,4,70
"leave",1,2,67
"stay",0,2,69
"stay",0,4,70
"leave",1,2,67
"leave",1,4,56
"stay",0,3,23
"stay",0,4,62
"stay",0,4,62
"leave",1,4,97
"leave",1,"Missing",75
"stay",0,5,25
"stay",0,3,61
"don't know","Missing","Missing",66
"leave",1,3,26
"leave",1,4,44
"stay",0,4,28
"leave",1,2,45
"leave",1,1,58
"leave",1,1,71
"stay",0,3,60
"stay",0,4,64
"leave",1,"Missing",63
"stay",0,3,73
"stay",0,3,67
"don't know","Missing",3,56
"leave",1,4,71
"leave",1,2,70
"leave",1,1,70
"stay",0,5,83
"leave",1,2,68
"leave",1,5,37
"stay",0,5,67
"stay",0,4,33
"leave",1,2,79
"leave",1,4,63
"leave",1,2,27
"stay",0,5,57
"leave",1,1,59
"stay",0,4,25
"don't know","Missing",3,64
"leave",1,1,80
"stay",0,4,67
"stay",0,3,67
"stay",0,5,33
"leave",1,3,49
"stay",0,3,58
"leave",1,4,49
"leave",1,4,76
"stay",0,1,65
"leave",1,4,65
"stay",0,2,80
"stay",0,1,60
"leave",1,3,29
"stay",0,3,23
"stay",0,5,28
"stay",0,4,37
"stay",0,4,61
"leave",1,4,36
"stay",0,"Missing",68
"leave",1,1,59
"stay",0,4,46
"leave",1,"Missing",54
"stay",0,1,73
"stay",0,"Missing",69
"stay",0,4,66
"leave",1,"Missing",31
"stay",0,5,57
"stay",0,2,49
"stay",0,4,36
"leave",1,"Missing",63
"leave",1,"Missing",65
"stay",0,4,28
"leave",1,2,54
"stay",0,4,40
"stay",0,3,60
"leave",1,2,67
"stay",0,3,48
"stay",0,4,29
"stay",0,4,35
"stay",0,5,37
"leave",1,2,47
"leave",1,4,55
"stay",0,4,62
"stay",0,5,79
"stay",0,4,59
"leave",1,2,30
"stay",0,2,67
"stay",0,5,53
"stay",0,3,40
"leave",1,"Missing",67
"leave",1,4,66
"leave",1,3,70
"stay",0,3,70
"leave",1,5,63
"stay",0,4,30
"stay",0,4,45
"leave",1,4,67
"leave",1,4,69
"won't vote","Missing","Missing",26
"stay",0,2,70
"stay",0,2,68
"stay",0,4,73
"leave",1,1,61
"stay",0,3,67
"stay",0,3,48
"stay",0,3,31
"don't know","Missing",4,57
"stay",0,4,51
"don't know","Missing",2,64
"stay",0,4,68
"don't know","Missing",2,64
"leave",1,2,67
"leave",1,3,38
"leave",1,5,60
"stay",0,4,69
"leave",1,3,47
"don't know","Missing",4,46
"don't know","Missing",2,71
"stay",0,3,60
"stay",0,4,36
"stay",0,3,23
"leave",1,4,69
"leave",1,2,73
"leave",1,5,56
"leave",1,2,28
"leave",1,4,61
"stay",0,2,48
"stay",0,5,43
"stay",0,5,66
"stay",0,3,67
"stay",0,"Missing",74
"stay",0,4,42
"leave",1,4,52
"leave",1,2,47
"leave",1,4,43
"leave",1,4,41
"leave",1,3,31
"stay",0,5,52
"leave",1,3,47
"leave",1,2,47
"leave",1,"Missing",75
"leave",1,5,46
"stay",0,"Missing",60
"leave",1,2,59
"stay",0,5,32
"stay",0,"Missing",45
"leave",1,2,62
"leave",1,1,55
"leave",1,2,70
"leave",1,4,76
"stay",0,4,40
"stay",0,5,35
"stay",0,3,65
"leave",1,1,56
"won't vote","Missing",1,71
"leave",1,4,38
"leave",1,1,74
"stay",0,4,29
"don't know","Missing",4,25
"stay",0,4,45
"leave",1,4,31
"stay",0,3,57
"stay",0,3,71
"leave",1,4,67
"don't know","Missing","Missing",29
"stay",0,1,70
"leave",1,3,33
"leave",1,1,67
"stay",0,4,72
"stay",0,2,56
"leave",1,2,74
"leave",1,"Missing",63
"stay",0,5,24
"stay",0,2,57
"stay",0,4,57
"leave",1,4,37
"stay",0,4,37
"stay",0,5,25
"leave",1,2,76
"stay",0,5,32
"leave",1,4,66
"don't know","Missing",1,28
"stay",0,4,25
"leave",1,"Missing",48
"leave",1,4,71
"leave",1,1,81
"stay",0,4,49
"stay",0,"Missing",30
"stay",0,2,69
"stay",0,5,38
"leave",1,4,71
"leave",1,4,38
"don't know","Missing",5,39
"stay",0,4,72
"stay",0,"Missing",83
"stay",0,4,26
"leave",1,3,61
"stay",0,4,29
"stay",0,4,46
"leave",1,3,61
"stay",0,4,41
"stay",0,4,36
"leave",1,3,54
"stay",0,4,58
"stay",0,4,23
"stay",0,3,21
"stay",0,5,39
"stay",0,4,57
"stay",0,4,61
"stay",0,"Missing",59
"stay",0,4,68
"stay",0,3,68
"stay",0,4,31
"leave",1,1,63
"leave",1,"Missing",37
"leave",1,3,77
"don't know","Missing",2,58
"stay",0,4,78
"leave",1,2,65
"stay",0,2,62
"stay",0,"Missing",60
"stay",0,2,61
"stay",0,2,32
"leave",1,3,24
"stay",0,3,22
"leave",1,1,62
"leave",1,3,50
"stay",0,3,74
"stay",0,4,71
"leave",1,"Missing",69
"leave",1,4,63
"leave",1,1,63
"leave",1,2,72
"leave",1,4,67
"stay",0,2,67
"stay",0,2,67
"stay",0,4,69
"stay",0,4,26
"leave",1,2,72
"leave",1,"Missing",65
"stay",0,3,72
"stay",0,4,22
"stay",0,4,65
"stay",0,4,71
"leave",1,3,72
"leave",1,"Missing",66
"leave",1,2,74
"won't vote","Missing",4,31
"leave",1,3,63
"stay",0,2,43
"leave",1,4,65
"stay",0,3,80
"stay",0,4,70
"stay",0,1,71
"stay",0,2,64
"stay",0,4,25
"stay",0,4,21
"stay",0,4,25
"leave",1,4,25
"leave",1,3,68
"stay",0,4,26
"leave",1,4,54
"stay",0,5,27
"leave",1,5,60
"leave",1,"Missing",40
"stay",0,4,56
"stay",0,5,36
"stay",0,4,59
"leave",1,2,60
"leave",1,3,55
"stay",0,3,32
"leave",1,"Missing",77
"leave",1,3,55
"stay",0,4,26
"stay",0,2,39
"stay",0,2,51
"stay",0,4,61
"stay",0,5,35
"leave",1,"Missing",69
"stay",0,4,59
"leave",1,4,68
"leave",1,2,57
"stay",0,2,66
"stay",0,3,40
"leave",1,1,56
"leave",1,4,44
"leave",1,2,35
"stay",0,3,69
"leave",1,5,60
"leave",1,4,73
"stay",0,4,59
"stay",0,5,24
"stay",0,5,62
"leave",1,2,65
"leave",1,2,41
"leave",1,4,75
"stay",0,4,69
"stay",0,3,63
"stay",0,4,79
"leave",1,1,69
"stay",0,4,43
"stay",0,3,33
"stay",0,5,38
"stay",0,4,45
"leave",1,5,30
"stay",0,3,53
"leave",1,4,51
"stay",0,4,46
"stay",0,4,86
"stay",0,5,27
"leave",1,3,44
"don't know","Missing",3,42
"stay",0,5,76
"stay",0,2,60
"stay",0,2,59
"leave",1,3,59
"stay",0,4,58
"leave",1,"Missing",57
"stay",0,3,65
"stay",0,4,54
"stay",0,4,68
"leave",1,4,58
"leave",1,"Missing",64
"stay",0,1,58
"stay",0,4,63
"leave",1,2,73
"leave",1,2,55
"leave",1,2,60
"leave",1,5,41
"leave",1,2,55
"stay",0,2,55
"don't know","Missing",4,35
"leave",1,4,29
"leave",1,4,56
"leave",1,2,57
"leave",1,2,76
"leave",1,4,30
"stay",0,2,53
"leave",1,"Missing",78
"leave",1,3,61
"stay",0,5,27
"leave",1,1,73
"stay",0,4,69
"stay",0,3,40
"leave",1,1,67
"leave",1,"Missing",55
"don't know","Missing",3,43
"leave",1,"Missing",45
"stay",0,2,34
"leave",1,4,74
"stay",0,5,71
"leave",1,3,59
"stay",0,4,37
"leave",1,2,57
"don't know","Missing",2,53
"leave",1,3,58
"don't know","Missing",4,32
"leave",1,2,64
"don't know","Missing",4,25
"leave",1,3,69
"leave",1,2,57
"stay",0,3,61
"stay",0,4,25
"don't know","Missing","Missing",65
"stay",0,4,58
"leave",1,3,51
"leave",1,4,65
"stay",0,2,57
"stay",0,4,42
"leave",1,3,50
"stay",0,3,56
"leave",1,1,67
"leave",1,4,62
"stay",0,"Missing",36
"stay",0,4,34
"stay",0,5,27
"stay",0,3,23
"leave",1,4,46
"leave",1,1,48
"stay",0,3,66
"leave",1,2,49
"leave",1,4,55
"leave",1,3,57
"leave",1,3,56
"leave",1,2,65
"leave",1,3,71
"stay",0,4,59
"leave",1,2,77
"stay",0,5,37
"stay",0,2,45
"don't know","Missing",4,42
"stay",0,5,70
"stay",0,4,55
"stay",0,4,44
"leave",1,3,64
"leave",1,"Missing",87
"don't know","Missing",4,35
"stay",0,"Missing",72
"stay",0,4,34
"stay",0,2,50
"stay",0,4,61
"leave",1,3,40
"leave",1,4,63
"leave",1,2,81
"leave",1,2,52
"stay",0,4,71
"stay",0,4,22
"stay",0,3,34
"leave",1,4,68
"leave",1,"Missing",66
"don't know","Missing",1,74
"leave",1,"Missing",70
"leave",1,2,56
"stay",0,4,58
"leave",1,3,79
"stay",0,2,71
"don't know","Missing",4,66
"leave",1,3,63
"stay",0,4,51
"stay",0,5,69
"leave",1,4,61
"leave",1,1,68
"leave",1,2,69
"stay",0,5,63
"leave",1,2,75
"don't know","Missing","Missing",37
"leave",1,4,68
"leave",1,4,23
"leave",1,4,60
"leave",1,4,59
"leave",1,3,69
"leave",1,4,26
"stay",0,3,62
"leave",1,2,51
"leave",1,3,54
"leave",1,4,57
"don't know","Missing","Missing",58
"leave",1,4,40
"leave",1,3,24
"don't know","Missing",1,77
"stay",0,4,68
"stay",0,5,40
"leave",1,4,31
"stay",0,4,55
"leave",1,1,57
"leave",1,3,64
"leave",1,4,24
"leave",1,4,56
"leave",1,2,63
"leave",1,"Missing",60
"leave",1,2,35
"stay",0,3,59
"don't know","Missing",4,53
"stay",0,4,59
"leave",1,3,63
"don't know","Missing",3,44
"stay",0,3,47
"leave",1,4,69
"leave",1,1,68
"stay",0,5,69
"leave",1,4,74
"leave",1,3,61
"leave",1,2,61
"leave",1,1,66
"don't know","Missing",5,66
"leave",1,3,67
"leave",1,2,55
